artista,biografia,Oyentes,N_Reproducciones,artistas_similares
With Confidence,"With Confidence were an Australian pop punk band from Sydney, formed in 2012. The band consisted of lead vocalist/bassist Jayden Seeley, backing vocalist/guitarist Inigo Del Carmen and drummer Joshua Brozzesi. 

With Confidence have cited influences from bands The Dangerous Summer, Kings Of Leon, Blink-182, The Wonder Years, The Strokes, The Dead Love and La Dispute on their Facebook. Along with Blink-182, All Time Low, Red Hot Chili Peppers, and The Dangerous Summer mentioned in their interview with Beers with the Band on YouTube. <a href=""https://www.last.fm/music/With+Confidence"">Read more on Last.fm</a>",240146,6873585,"['State Champs', 'Between You & Me', 'Stand Atlantic', 'Broadside', 'As It Is']"
Sir Psyko And His Monsters," <a href=""https://www.last.fm/music/+noredirect/Sir+Psyko+and+his+Monsters"">Read more on Last.fm</a>",4588,77509,[]
PEARS,"At only 8 months old, PEARS (all caps, no ""the"") is New Orleans' newest punk band, and have come from deep within the voodoo juju gris gris swamps of the French Quarter to give you fleas/scabies/bedbugs. Their mixture of hardcore riffs, pop-punk melodies, and sludgy breaks creates a sound that belongs to them, only them, shut up.

PEARS released their critically acclaimed album, ""Go To Prison"", in June 2014, and was released on vinyl in September 2014 via Ryan Young's (Off With Their Heads) podcast/label <a href=""https://www.last.fm/music/Pears"">Read more on Last.fm</a>",34290,684688,"['Direct Hit!', 'The Lawrence Arms', 'Dead to Me', 'Good Riddance', 'Strung Out']"
The Bouncing Souls,"The Bouncing Souls are an American punk rock band from New Brunswick, New Jersey formed in 1987. By the time they were recognized by the national punk scene, they had reignited a ""pogo"" element to New Jersey punk rock by playing fast light-hearted songs, a model followed by various other local bands (e.g. Blanks 77 and the Bristles). In the early stages of their career, they played a hybrid of punk, funk, metal, and just about anything else they felt like including. <a href=""https://www.last.fm/music/The+Bouncing+Souls"">Read more on Last.fm</a>",525781,14075849,"['Face to Face', 'The Lawrence Arms', 'Off With Their Heads', 'Lagwagon', 'Pulley']"
Sora Kai,"Sora Kai, previously known as Makena, is an experimental post-hardcore band hailing from Chicago, Illinois, United States. The band is composed of Andrei, Dominic, Richard, Joe, and Steven. Each member brought their experience from previous bands, and came together to create something new and refreshing.

Their journey began in June 2018 with the release of their debut single, ""Better Days."" The song gained considerable local attention after being played on Q101. <a href=""https://www.last.fm/music/Sora+Kai"">Read more on Last.fm</a>",10854,94275,"[""Here's To Now"", 'Parting Ways', 'So Much Hope, Buried.', 'Embracer', 'Roseview']"
AFI,"AFI (A Fire Inside) is an American punk rock band from Ukiah, California, formed in 1991. The band's lineup stabilized in 1998 with lead vocalist Davey Havok, drummer and backing vocalist Adam Carson, bassist, backing vocalist and keyboardist Hunter Burgan, and guitarist, backing vocalist and keyboardist Jade Puget. Havok and Carson are the sole remaining original members. Originally a hardcore punk band, they have since delved into many genres.
 <a href=""https://www.last.fm/music/AFI"">Read more on Last.fm</a>",1931230,86686611,"['Alkaline Trio', 'Son Of Sam', 'Bad Religion', 'Anti-Flag', 'Strung Out']"
raevr," <a href=""https://www.last.fm/music/raevr"">Read more on Last.fm</a>",3067,19511,"['Graur', 'dxsmorph', '4IRELUV', 'h4rdcoreluvletter', 'HXLLGANG']"
Tim Barry,"Tim Barry is a solo folk singer who was the vocalist in the Richmond, VA melodic hardcore band Avail. He released an album titled ""Rivanna Junction"" on the label Suburban Home Records in the fourth quarter of 2006. In 2008, Tim recorded a album titled Manchester.  Recently he has recorded 28th & Stonewall, again on Suburban Home Records. <a href=""https://www.last.fm/music/Tim+Barry"">Read more on Last.fm</a>",57742,1413910,"['Chuck Ragan', 'Dave Hause', 'Cory Branan', 'Joey Cape', 'Frank Turner']"
Spliffriff," <a href=""https://www.last.fm/music/Spliffriff"">Read more on Last.fm</a>",8049,29580,"['Psychic Void', 'Dirty Fences', 'CUTTERS', 'Warish', 'Spoon Benders']"
Vibeking," <a href=""https://www.last.fm/music/+noredirect/Vibeking"">Read more on Last.fm</a>",186,1693,[]
I Am Abomination,"I Am Abomination was a progressive post-hardcore/metalcore band formed in Taylor, Michigan, United States in 2007. 

They self-released their debut EP Jaw Dropper in 2008. Their debut full-length album, To Our Forefathers, was released 2010 via Good Fight Music and produced by Joey Sturgis. The band has since released a digital EP titled Passion Of The Heist with a song featuring Caleb Shomo of Attack Attack!.

Members:
Phil Druyor - Vocals
Nick Sampson - Lead Guitar <a href=""https://www.last.fm/music/I+Am+Abomination"">Read more on Last.fm</a>",71795,1384568,"['The Color Morale', 'Eidola', ""Jamie's Elsewhere"", 'Time, The Valuator', 'The Afterimage']"
Remzcore,"Remzcore is a die-hard music lover, who hails from Nancy, France. From an early age, he came in touch Hardcore when he got his hands on Thunderdome’s ‘best of 1996’ CD. Instantly grabbing his attention, the fast-paced energy of the music inspired Rémi to further explore the movement. In 2005 Remzcore began making mixtapes for his friends and by the time 2009 arrived he had scored his first gig. In 2011, Rémi took the plunge and entered the ‘This is Hardcore’ contest. <a href=""https://www.last.fm/music/Remzcore"">Read more on Last.fm</a>",78478,1256484,"['Dr. Peacock', 'D-Frek', 'Sefa', 'Broken Minds', 'Hyperverb']"
FACT,"There are multiple artists using this name:

1. A post-hardcore/punk band from Japan.
2. A 1980s Heavy Metal band from Germany
3. A Hip Hop band from Latvia

1. Fact was a band from Hitachi, Ibaraki, Japan that formed in 1999 and disbanded in late  2015. 

They began with the mini-album The fine day never last, released in April 2004, followed by split albums with fellow Japanese bands 69Bug and Nature Living. They released their debut album Never turn out the light to keep myself in August of 2006. <a href=""https://www.last.fm/music/Fact"">Read more on Last.fm</a>",57113,3900560,"['ELLEGARDEN', 'MONOEYES', 'ROTTENGRAFFTY', 'Pay money To my Pain', 'Crossfaith']"
王靖雯,"Shirley Wong (王靖雯, born August 8, 1969) is the early stage name of 王菲. Born in Beijing, China, she moved to British Hong Kong in 1987 and came to public attention in the early 1990s by singing ballads in Cantonese. She released her debut album, 王靖雯, in 1989. Since 1995 she has recorded mostly in her native Mandarin, often combining alternative music with mainstream Chinese pop. <a href=""https://www.last.fm/music/%E7%8E%8B%E9%9D%96%E9%9B%AF"">Read more on Last.fm</a>",17874,411161,"['蓝心羽', '胡66', '卢卢快闭嘴', '王菲', '戴羽彤']"
Atheist Rap,"Atheist Rap is a punk rock band from the city of Novi Sad, Serbia. It was formed in 1989 by Aleksandar Popov (Dr. Pop) and Vladimir Kozbašić (Pećinko), who merged with a hard core band Fluorel Tačkaš members Vladimir Radusinović (Radule), Zoran Zarić (Zare) and Aleksandar Milovanov (Atzke).

The band made first recordings in 1990 and planned to release them by the Croatian label Jugoton Zagreb, but the album never appeared due to the war.
 <a href=""https://www.last.fm/music/Atheist+Rap"">Read more on Last.fm</a>",9712,473837,"['Goblini', 'Gužva u 16-ercu', 'Ritam Nereda', 'Pasi', 'Grupa Tvog Života']"
Talco,"Note: There are two different bands named Talco.
Talco's (Italy) project starts off within December 1999 and January 2000 as a politic ska-core band composed of Tomaso (vocals + guitar), Daniele (guitar) and Nicola (drums). During their first period Rocco (guitar) takes over in while Daniele begins to play bass: the most important arrival is, though, the one of Riccardo at the trumpet. With him the band starts playing around, starting with a ska festival, in Lugo di Romagna (Ravenna. <a href=""https://www.last.fm/music/Talco"">Read more on Last.fm</a>",80994,3265162,"['The Locos', 'Banda Bassotti', 'Redska', 'Ska-P', 'Mad Caddies']"
SyPhra," <a href=""https://www.last.fm/music/SyPhra"">Read more on Last.fm</a>",1041,4278,"['Massive Disorder', 'The Dope Doctor', 'Elite Enemy', 'S-Kill', 'Noxiouz']"
Alien Nosejob,"One of the most productive men in Australian rock, Jake Robertson seemingly decided he wasn't busy enough as a member of Ausmuteants, School Damage, Hierophants, Leather Towel, the Frowning Clouds, and many more, so he launched Alien Nosejob as a home recording project to explore some of his many musical ideas. Primarily devoted to manic, lo-fi punk rock (as on 2020's Once Again the Present Becomes the Past), Alien Nose Job is a one-man studio band <a href=""https://www.last.fm/music/Alien+Nosejob"">Read more on Last.fm</a>",58655,501592,"['Ausmuteants', 'Satanic Togas', 'Billiam', 'R.M.F.C.', 'The Gobs']"
Tyler Posey,"Tyler Garcia-Posey (born October 18, 1991) is an American actor and musician who is known for his role as Scott McCall on the MTV series Teen Wolf (2011–2017).

Posey used to front and play guitar in the band Disappearing Jamie, formerly known as Lost In Kostko. Their first performance was at The Roxy in Los Angeles in 2012. They released their eight-track EP You're Going to Need a Towel in 2011. Posey announced the band's breakup via Instagram on July 17, 2013. <a href=""https://www.last.fm/music/Tyler+Posey"">Read more on Last.fm</a>",28154,524093,"['Phem', 'MOD SUN', 'jxdn', '44phantom', '408']"
Anxious,"There are several bands named Anxious.

1) Anxious is an American melodic hardcore/emo band from Fairfield, Connecticut. The band is currently signed to Run for Cover Records. They released their debut album in 2022 titled Little Green House. The band's current lineup is Grady Allen (vocals), Dante Melucci (guitar), Jonny Camner (drums), Sam Allen (bass), and Tommy Harte (guitar).

2) Anxious is an eurodance act, created and produced by Phillipe Claes and Lillo Nicosia. <a href=""https://www.last.fm/music/Anxious"">Read more on Last.fm</a>",98879,2926492,"['One Step Closer', 'Koyo', ""Arm's Length"", 'Fiddlehead', 'Ben Quad']"
Noah Nolastname," <a href=""https://www.last.fm/music/Noah+Nolastname"">Read more on Last.fm</a>",27370,255211,"['Bits of Alan', 'Atomic Cafe', 'Better Than This', 'DUDE, MY DUDE', 'Fashion Jackson']"
Christian Death,"Christian Death is an American deathrock band formed in Los Angeles, California, United States in 1979. The band was fronted and founded by Rozz Williams and featured former Adolescents guitarist Rikk Agnew, bassist James McGearty and drummer George Belanger. Christian Death is most notable for their debut studio album Only Theatre of Pain (1982), which was a major event in the birth of gothic rock and deathrock subculture within the United States and beyond. The original band broke up in 1983 amid band infighting and drug abuse. <a href=""https://www.last.fm/music/Christian+Death"">Read more on Last.fm</a>",476759,12399664,"['Shadow Project', 'Mephisto Walz', 'Alien Sex Fiend', 'Specimen', 'Skeletal Family']"
Viagra Boys,"Viagra Boys is a Swedish post-punk band formed in Stockholm in 2015. The group consists of lead singer Sebastian Murphy, guitarist Linus Hillborg, keyboardist Elias Jungqvist, bassist Henrik ""Benke"" Höckert, drummer Tor Sjödén, and saxophonist Oskar Carls. Their lyrics often employ satire and dark humor to critique hypermasculinity and far-right conspiracy theories.

Full Wikipedia article: https://en.wikipedia.org/wiki/Viagra_Boys

Studio albums
Street Worms (2018)
Welfare Jazz (2021)
Cave World (2022)
Viagr Aboys (2025) <a href=""https://www.last.fm/music/Viagra+Boys"">Read more on Last.fm</a>",455452,20965254,"['IDLES', 'Squid', 'Shame', 'Model/Actriz', 'Geese']"
Punkband," <a href=""https://www.last.fm/music/Punkband"">Read more on Last.fm</a>",16900,120003,"['Snash', 'Gallus', 'Cheap Teeth', 'BlackWaters', 'Pleasure Heads']"
Alfons,"Alfons is a Swedish electronic music DJ and producer from Stockholm. <a href=""https://www.last.fm/music/Alfons"">Read more on Last.fm</a>",195310,2007990,"['Vinai', 'AronChupa', 'Adam Jamar', 'Quickdrop', 'Topic']"
Effie,"Kim Na-hyun (Korean: 김나현; born November 2, 2002), known professionally as Effie (에피), is a South Korean rapper and musician. After she initially gained popularity on SoundCloud, she debuted in 2020 with the single Highway. She mainly performs melodic trap, cloud rap and synthpop genres. Effie's debut EP E was released on March 28, 2025 which includes her recent most popular singles down and 코카콜라 along with a track featuring Japanese artist Manaka. Her instagram account is @effi3e. <a href=""https://www.last.fm/music/Effie"">Read more on Last.fm</a>",53636,1399249,"['Nate Sib', 'Starkids', 'Jvcki Wai', '2hollis', 'SEBii']"
KennyHoopla,"Kenneth La’ron, known professionally as KennyHoopla, is an American recording artist and songwriter. Born in Cleveland, Ohio, he grew up absorbing a diverse spread of music and art—The Drums, Funeral Suits, Common and Teen Suicide are credited as some of his greatest influences. His catalog is intimate, thoughtful, and self-labeled ‘new wave nostalgia,’ his songs soaked in both the warmths and the darknesses of life and love.

He’s performed alongside Injury Reserve <a href=""https://www.last.fm/music/KennyHoopla"">Read more on Last.fm</a>",314223,5183023,"['KennyHoopla & Travis Barker', 'Jack Kays', 'nothing,nowhere.', 'MOD SUN', '408']"
Chemelda Dielingen," <a href=""https://www.last.fm/music/Chemelda+Dielingen"">Read more on Last.fm</a>",564,5924,"['Tranga Rugie', 'Dylisa', 'Figo Gang', 'Valsbezig', 'CHO']"
